video_id,Transcription,Date,Length,Original Comparison
7308487431362317610," This is five accidents in less than 60 seconds. Throw some shrimp on the barbie, mate. How about a sport of tea? Some children are terrorists too. I'm gonna go down and get some iced tea. Conditioning in the military and to Israel is violent anti-Semitism.",2023-12-03,46,hashtag
7301106670376209706," I just found out I'm up for two Grammys. My very first time you guys. My name is Bobby Storm and I'm up for two Grammys. Are you going to be quiet? But they're enjoying it. So while we're sitting here, could I please? I'm not enjoying it. So I'm asking you, can you be quiet?",2023-11-13,56,nyt
7278120784881585450," Don't be chasing waterfalls. Don't be chasing waterfalls. Why you ain't tellin' anybody you was high? I didn't know! When did you knew you was mic'd up? Like, like the third quarter. You sure it's a mic? Damn, that's what I'm saying. I looked down, it wasn't there. I'm saying, I guess I ain't mic'd up. Zach Pickens is a rookie for that.",2023-09-12,63,poster
7293557546017672478," Turn around, every now and then I get a little bit terrified and then I see the look in your eyes Turn around, five times, every now and then I fall apart And I need you now, tonight, and I need you more than ever",2023-10-24,45,hashtag
7301452193968835883, What do I do now without you? I don't know where to go What's the right team? I wrote my own thing So bad I'm gonna stray I can't choose so could you,2023-11-14,33,hashtag
7288040020215336238, Everyone laughed at him when he married her but two years later they regretted it. The story begins with this guy named Sean who met Amelia and instantly fell in love. But when he would tell his friends about her they would just laugh. But Sean knew he loved Amelia and was going to propose to her. Amelia had always been bullied because of her weight but Sean loved her no matter what. When they went out in public they would get dirty looks. People would laugh at them in the streets. But Sean did not care and decided to marry her. Two years down the line Amelia had a secret that Sean did not,2023-10-09,115,hashtag
7278306435140783392," Everyone's a winner, we're making our fame. Bonafide hustler, making my name. Sometimes I think sitting on trains. Every stop I get to, I'm clocking that game. Everyone's a winner, we're making our fame. Bonafide hustler, making my name.",2023-09-13,39,hashtag
7301105911660039467," Tell all your friends that I'm crazy and drive you mad That I'm such a stalker, a watcher, a psychopath",2023-11-13,20,nyt
7302976673367002411, I never asked for this. I never asked to be in the game. I just wanted to save my sister. And keep Peta alive.,2023-11-18,24,nyt
7297290457330158894," I'm 3 4th Arab but with the beard I look 4 3rd Arab. Now that you guys like me I'll go ahead and say it. I'm Palestinian American. Shoot! Damn! You booked me! My great grandma was born in Bethlehem. I tell people that's like, oh Bethlehem Pennsylvania? I'm like yeah that's the one for sure dude. She was Amish. Yeah it's the Bethlehem. Everybody knows that Jesus is from Bethlehem right? But most people can't point it out on a map. It's a very complicated geopolitical question. My niece asked me last Christmas",2023-11-03,94,hashtag
7307469292704910622," It was easy enough for me to grab the loop of thread in the model, but it's much more difficult to design a machine to do this reliably and repeatedly. Charles Raymond's design used a hook. The needle punctures the fabric and carries the thread down with it. Then, as the needle moves up, the thread between the eye and the fabric shortens and buckles, forming a little bulge of thread. At exactly this instant, the sharp hook catches the bulge, stretching it into a loop. And as the needle comes back",2023-11-30,92,hashtag
7305541674766241054," Please stop, watch 5 seconds of this video. Any revenue generated will be going to Gaza. Also if you can, use this filter and get it up to 200,000 uses. Any revenue generated from this filter will be going to Gaza. In this video, I will be giving you the numbers on what is happening in Gaza.",2023-11-25,57,hashtag
7305488186581486890," Shut up, I gotta go, shut up, shut up. Oh my god, the accompanist, yeah, no for sure. Okay, so basically your tempo's gonna be dun dun dun dun dun dun dun dun dun dun dun dun dun. There's a fermata on page three. It's really important, I know it says fermata, I know it's written in the sheet music, but I just need, I have an acting beat there, and it's like, imperative to the song. Yeah, okay, that's why I highlighted it and circled it. Thank you, you're the best. I can't even do it.",2023-11-25,97,nyt
7153344677251550510," Fake German heiress Anna Sorokin got all dolled up Tuesday morning as she stepped out from house arrest in Manhattan for the first time to see her parole officer. The 31-year-old con artist donned heavy eye makeup, high heels, and a black trench coat for the rare outing. The socialite scammer, whose court-ordered ankle monitor was briefly visible under her pants while leaving her new East Village apartment, ignored questions before getting into her SUV.",2022-10-11,75,poster
7288126199321087262, They're paid actors. Those are paid fucking actors. Where's the churro? Where's the fucking churro? This shit can't be real. Those skeletons fake. It's a churro thing. Where?,2023-10-09,28,nyt
7298386136152558890," I have zero desire to ever run a marathon in my entire life, but what I will say is that I want the attention that comes along with it. Like I want to go to a bar after and wear a medal and people be like, oh my god, you did it, congrats, you're amazing. And I'd be like, I know, but I want that without having to run the 26 miles because that's absurd and I'm not insane.",2023-11-06,79,nyt
7296086860114234656," In a gut-wrenching update, it turns out the family of the ice hockey player, whose throat was fatally slashed, were watching the whole thing on a live stream. And they say they knew right away that something was not right. Adam Johnson was confirmed dead on Sunday after the skate of a Sheffield Steelers player cut his neck in a freak accident the night before. He'd tried to get up and skate off, but quickly collapsed. And now his aunt has revealed that she was",2023-10-31,85,hashtag
7088395289219976490, Should people continue to wear masks on planes? That's up to them. Are you going to appeal the ruling that the judge made striking down the mandate? I haven't spoken to the CDC yet. Thank you.,2022-04-19,36,poster
6866180645400431877," Do you have supervision? I'm going to give you a test to find out if you do. It is claimed that only 8% of the world's population has supervision, a condition also known as tetrahormatic vision, which means that they have a fourth retinal cone, allowing them to see more colors than the average person. Here's a superficial test I found online if you have supervision. Identify the dot that's different from the rest.",2020-08-28,74,hashtag
7298890303744806174, Guess this song. I... hint Taylor Swift. Oh... I got it. Guess this song. I say I'm too late. Got nothing in my brain. That's what people say. That's what people say.,2023-11-07,32,nyt
7295818404936584491, The amount of people okay that feel like this lady is astounding Keeflee did nothing wrong. All he did was expose you That's it and that you pissed off that you got exposed. He didn't badmouth no business Y'all literally treated his family like trash Y'all want him to handle y'all with care Y'all better off issuing apology and saying y'all want to do better. Look at this shit man. No respect. No integrity,2023-10-30,74,nyt
7302568573396913451, And as my mind begins to spread its wings There's no stopping curiosity I wanna turn the whole thing upside down I'll find the things they say just can't be found,2023-11-17,31,nyt
