,vid_num,url,username,nickname,description,music,like_count,share_count,comment_count,play_count,collect_count,comments
40,3,https://www.tiktok.com/@/video/7340001513202289950/,jensbooktok28,books🎀,WHY ITS UNFAIR ,guys - ☙𝐥𝐚𝐜𝐞𝐲❧,2810.0,194.0,209.0,33900.0,40,"['We were ROBBED after the monsoon', 'thank youuu im not “ungrateful” i got to go. I was disappointed( we clowned for long live I had my hopes up)', 'Foxboro night 2 🫡🫡', 'night 2 soldiers 🫡 (invisible is my favorite debut song but i thought i was getting long live)', 'FR OMG', 'If u can’t appreciate invisible idk what to tell u', 'after I got it it’s now one of my favorite dongs', 'i miss the rep tour when people were normal about surprise songs and didn’t throw a literal fit over them💕', 'I would’ve been like 9 or 10 lmao but im not throwing a fit I was making my a joke', 'When everyone was convinced we would get long live', 'yes and meanwhile night 1 Gillette got better man and should’ve said no 😫', 'EXACTLY BETTER MAN IS IN MY TOP 5 I WAS SO MAD', 'she played a 3 hour show for you and you’re complaining about surprise songs…. y’all are not serious', 'Not the question…? Slander', 'no slander for question just wasn’t what I wanted so I was disappointed', 'okay but maybe be grateful at least u got to go…', 'Ik you’re not hating on question like that', 'I would never it’s just not what I wanted at the time but im so greatful I’ve been the only show to ever hear it live before 🤗', 'womp. womp.', 'Taylor nation playing with my feelings about my show being the 13th at Gillette and then her not only not playing long live but ADDING TO THE SETLIST', 'at least be grateful you could go bc getting mad at the surprise songs when taylor plays 44 other songs is just weird bc the surprise songs aren’t meant to be the main emphasis of the show', 'im not mad at my surprise songs im just disappointed by how other shows are getting my favorite songs ex exile haunted ivy wcs and i got ones that aren’t my favorites', 'How are you going to complain those are both amazing songs???', 'idk hearing invisible live kinda changed my life', 'hearing it live made me love it and k listened to it so much it’s a favorite now', 'as if question isn’t one of the best on midnights..', 'At least you went!! 😭😭', 'forever thankful 🥰', 'I had such high expectations because of the rain too 😅', 'YES EXACTLY THATS WHAT IVE BEEN TRYING TO SAY', 'Gillette N2 literally in the trenches']"
41,95,https://www.tiktok.com/@/video/7335493526211415338/,thenewsmovement,The News Movement, gets us talking every time she makes an elaborate meal from scratch. The Mormon mum can be found cooking for husband Lucky Blue and kids Rumble Honey and Slim Easy.,original sound - The News Movement,,,,,,"[""why ppl mad ,that's the life she chose"", 'not search bar saying Nara Smith speaking Sesotho 😂', 'I still love Nara smith', 'when American moms film giving their kids frozen meat for breakfast yall say „good job mama” but when Nara tries her best there’s so much hate???', 'you can be black and mormon?', 'I love Nara Smith content and will always follow and support 🥰', 'Slim shady and rumplestilskin?!🤔', ""Whatever they say, I stand with Nara Smith 🙂 and that's periodt. None of them can change my mind. ♥️"", ""This is feminism too. Woman can choose to be like this or completely independent and with child. That's a CHOICE. Why are people mad lol"", 'A lot of it has to do with Mormonism, it’s hard to understand how deeply harmful it can be', 'simplicity? they portrait SIMPLICITY?!', 'They’re not mad….just jealous and envy….i love this beautiful young woman.', ""she's not hurting anyone, what's rhe problem?"", 'She’s just posting what she wants ion know why people like meddling in other’s affairs', 'I thought the point of feminism is that women can choose what they want to do and who they want to be.', 'What the hell is wrong if a grown woman wants to be. Trad wife? Let her be. If it’s not for you then don’t do it..', 'she just likes to cook lol', 'I bet her husband’s would do anything I mean anything for her. That’s the hate she’s getting from people who can’t do what she is doing.', 'Why can’t we just be happy for people who are genuinely happy with there life.', 'Just let her live her life☮️']"
42,83,https://www.tiktok.com/@/video/7340258554089196805/,laurenandcody,"Lauren, Cody & Charlie",The stomp is my fav part 🥺,"original sound - Lauren, Cody & Charlie",1600000.0,49300.0,8466.0,10800000.0,119638,"['That is the cutest tantrum I’ve ever seen 😭', 'Not the search being “meanest golden retriever” 😭', 'Omg that stomp tho 🥺😂❤️', 'My dog does this too. He’s a black poodle so I always tell him “don’t stomp your last season Prada shoes at me honey” 😂', 'I’m crying', 'Whatever he wants do it NOW!!!!', 'So cute 🥰', 'Poor baby!', 'That’s not a dog, that’s a baby', 'Give that baby a walk right now! 😂😍', 'He’s trying to get the automatic door to open to take himself for a walk since you won’t. 🤣', 'That’s not nice and can create FOMO', 'Imagine having a golden in the city. Feel his pain', '“COME ON MOM LET’S GO” -charlie probably', 'Big time', 'The only problem I see is he’s not getting his way 😆', 'Bless his little furry ❤️lol', 'awwww', '2 cute', 'at this point dogs and cats need to start working jobs and helping pay the bills 🤣😫😂', 'Standing on business 🥺♥️', 'He just like me', 'my golden doodle is the same way😭😭😭', 'I want this dog 😭', 'THIS IS SO CUTEEEEE 🥹🥹🥹', 'What a big personality 🤣', 'The stomp is to funny 🥰', '😂😂😂 too cute', 'I do as well.', 'His face is SERIOUS! 😭', 'He’s so cute 🥰', 'The cutest stomp 💕', 'Aww take that baby for a walk', 'Awwwww 🥰🥰😂😂', 'ohhh take him outside already!!!! 😩', 'He’s about to take himself on a walk', 'stop teasing him n take him out', 'too cute', 'Oh my gosh just go get the sweet puppy', 'That’s a learned behavior 😆']"
43,40,https://www.tiktok.com/@/video/7338509635202059563/,miryoumadeit,MirYouMadeIt,Cheese cAAaaakee 😫🎤 ,original sound - MirYouMadeIt,276400.0,3702.0,2533.0,1800000.0,65186,"['1.shrimp aLFrEDo\n2.strawberry cheesecake\n?next strawberry caseohhhhhhhh', 'Caseoh has those vocals though😭🔥', 'Ong bro be floatin 😂😂💯', 'Strawberry cheesecake sales 📈📈📈📈', '😂😂😂😂 Lmaooo ong', 'StRawBerRy CheEseCakE🗣🔥😩🍰', 'Ice Spice<<<<<CaseOh', 'why is Caseoh actually majestic?!?!', 'Caseoh ate this up', 'Send this to caseoh', 'Someone plz make a CaseOh edit to this!!!!!', 'Seriously 💯', 'The vocals on caseoh tho😭💖', 'Someone should show this to Caseoh', 'Sendddd it', 'Don’t let Jersey joe hear this one😓', 'Melody has me doing the stink face and dancing 😭', 'StRawBerRy CheEseCakE🗣🔥😩🍰', 'I need Caseoh to react to this 😭🤣🤣🤣🤣', 'Caseoh is honestly a rlly good singer', 'Maxwell vocals in the back?? 😭🙏 Like blacksummersnight in 2009!?', 'The soul in this mans voice😭', 'Lmaooo frfr💯🔥', 'The vocals in the back 🔥🔥🔥🔥', 'Chefs kiss 😫🔥', 'Turn this into an r&b soul bro']"
44,17,https://www.tiktok.com/@/video/7337298562188905760/,,,,,,,,,,[]
45,56,https://www.tiktok.com/@/video/7333067271885032736/,brittany.xavier,Brittany Xavier,different ways to style dark denim with ,original sound - Brittany Xavier,7467.0,1.0,0.0,5200000.0,114,[]
46,96,https://www.tiktok.com/@/video/7340011494291131691/,naraazizasmith,Nara Smith,absolute perfection 🫶🏽,Me Cry - NGOTUAN NGUYX,4400000.0,101800.0,45500.0,36500000.0,298937,"['The search bar being Nara smith lobotomy is so disgusting. The only reason to hate this video is envy, let her live.', 'Being a trad wife is possible if you have lots of money and time for this kind of lifestyle', '@M THE SEARCH ‘NARA SMITH LOBOTOMY’ 💀💀', 'They devoured it cause they were hungry 😭😂', 'u forgot to plant the wheat first 😂', '“They devoured this” ofc they did it’s been HOURS', 'This is so good but if I ask for a grilled cheese I’m not waiting two hours for dough to rise 😭', 'Are your kids Gordon Ramsay?😭', 'naa why is the search bar ""Nara Smith lobotomy ""😭😭💀', '“Absolutely devoured this” yeah because they’ve been starving for 2-3 business days', 'If I had to wait 2 hours for a grilled cheese I’m running away with my stick backpack', 'Do you ever just eat some dino nuggets', 'Girl just use white bread and a kraft single', 'We have 24 hours In a day Nara has 48 😭', 'Honestly I wish haha', 'how much time do you have 😭', 'Girl', 'The way I’m laughing so hard before I even read these comments because I knew y’all were thinking the same way.', 'bro makes scratch from scratch', 'Kids waiting 3 business days for a grilled cheese', 'I’m eating shredded cheese out of the bag with my hands']"
47,79,https://www.tiktok.com/@/video/7340028365337791775/,futuremilfss.com,Lauryn Kyle,Pranking my boyfriend with saying another guys name ,original sound - Lauryn Kyle,1100000.0,3737.0,2811.0,8200000.0,69480,"['the gaslighting has me on the floor', 'THE GASLIGHTING IS CRAZYYYYYYYYYY', '""hb u tell me who nate is"" WAS CRAZY', 'The gaslighting is wildddd😭😭', '“HB YOU TELL ME WHO NATE IS” Had my jaw on the floor.', 'the gaslighting is insaneee', 'THE GASLIGHTING IS CRAZY IM CRYING', '“the doctor said i have perfect hearing so u tell me who Nate is” 😭😭', 'Sure. This might be a skit. But the gaslighting was too accurate', 'I like how he stood on business in a clam way', 'the way he handled this with such emotional maturity and calmness is honestly such a green flag', '""the doctor said i have perfect hearing"" 😭😭', 'I LOVE THAT HE WAS ABLE TO ADDRESS THE GASLIGHTING OMG', '“Who’s nate 💅”', 'Ur gaslighting was insane', '""chapstick. nate""', '“your not gonna gaslight me so” GREEN FLAG', 'the gaslighting has me on the floor', 'Ain’t the first time clearly he was so calm about it', 'He is never going to forget this- prank or not']"
48,80,https://www.tiktok.com/@/video/7340374445476875550/,livebrave2,CHEY,love collecting all my memories into one little keepsake 🥹🫶🏻 ,feather sped up - focusonspeed,12400.0,35.0,120.0,66900.0,2419,"['thx for reminding me that i don’t do anything over the weekend ❤️but loves this for u i guess', 'you could recap on music you listened to, movies you watched, moments that you felt gratitude, media you consumed etc! It doesn’t always have to be pictures like this', 'ugh I need to start doing more stuff so I can journal ur always busy having fun girl lol', 'i just moved to the city but before I promise I was not this on the go hahah', 'I don’t have a printer 😭', '10/10 one of my favs I’ve been trying to do every day but it can be so tough but a weekly recap is way less pressure and so cute!', 'YES !!! SO FUN', ""this is the main reason why I do journaling, bc I have a bad memory and I'm scared I'm gonna forget my life😭"", 'yes !!!', 'how do u get ur pics to print out so vibrantly?', 'I have no idea, I use a public printer for these 😭', 'the pictures came out so nice, what printer do you have?', 'Just a regular big public printer !', 'How do you print the pictures? Do you use something specific or just a regular printer?', 'What phone printer do u use if u doent mind me asking?', 'This one was a regular printer and not a phone printer !', 'Which printer do you have?', 'I just used a big public printer !', 'I SPY A DESK BUDDY', 'I LOVE HIMMM', 'Love the weekend recap idea. I’ve been journaling in an agenda planner. Makes it easy except when I have lots to write and pictures, I run out of room fast.', 'Love that!!!', 'I just did my first “collage” spread of my weekend and it was so amazing! I missed by creative and it was bc of your videos!✨', 'AWW YAYY🥺😭', 'Weekend recap pages are one of my favs!', 'me too!!! Love looking back at them! ♥️', 'What kind of paper do you use for your printer? Because that looks smooth af 🤣', 'I use a public printer so I’m not sure what kind it is😭 I can look and see !', 'This the exact reason why I continue to journal. I want to re read my life when the Alzheimer’s hits', 'I love this idea!! 🥰', 'Which printer do u use?', 'this is so cuteeee', 'thank youuu', 'Where do you get your stickers?', 'Red bubble !']"
49,38,https://www.tiktok.com/@/video/7339426821219405063/,kavyagor_,Kavya 🫶🏽,Like be fr what do u want me to do about it 🥲 ,original sound - 💤,251900.0,2544.0,3313.0,1800000.0,17324,"['""omg you\'re so tall"" i never noticed.', '“Omg you’re so skinny”omg I never noticed', 'but what about being tall, it’s so much worse', '“Your so tall”', 'For me it’s “ur so tall”😭😭', ""bro I'm 4.11"", '@Fawn౨ৎ ⋆｡˚ drink milk and eat vegetables', 'I wish I was short', '@Natz Your welcome 😊', '@Edit_zz me', 'POV: pick me girls', 'I like being short🥰', 'ure so pretty omg', 'Thankyouuu 🥰', '@💫🐥❤️Lucifer❤️🐥💫 what r u doing reposting this', 'being short is so cool tbh', 'bro looks like MIA KHALIFA.', ""nah I'm too tall for my age (168 at 14(💀"", ""the fact is that being tall or short we girls got ashamed when the tall girls see a short girls some of em feel insurance but it's the same for some"", '@⠀ ⠀ ⠀ ⠀ ⠀ ⠀Sorryyy but it suit you ur sooo prettyyy❤️', 'I love being short']"
50,43,https://www.tiktok.com/@/video/7339881456052817185/,_liviarodrigo_,liv 🦋,a different girl now but there’s nothing new 😭💓💓,original sound - liv 🦋,131000.0,97.0,143.0,1100000.0,7249,"['I would do anything to go to guts tour', 'The way that doesn’t look like her in the first clip', 'Is it just me or are the outfits for sour so much better than guys? The guts are a crop top and shorts, sometimes a shirt and shorts', 'she’s leaning into the rock star image and i feel like those outfits really resemble the topics of GUTS! 🫶🏻', 'But she was way young when sour tour started she just turned 21 so she started acting like adult', 'the caption is so real 💜', 'god. I would do anything to go back and experience the sour tour', 'literally thought the first clip was dua lipa', 'Pense que era la parte de cruel summer que dice “I love you aint that the worst thing you ever heard” 😭😭', 'You can tell she’s so much more comfortable this time around and I love that for her! 💜', 'i’m in love with the dress in the first clip', ""I don't think thats Olivia in the first one"", 'I liked the first fit better but I like her now better', 'some things never change 🥲', 'Sour is the loudest.', 'it was rare ( i got floor for both of these )', 'I’m more of a sour girly but I am SO excited for the guts tour!', 'I’d break down crying if I got to go to the guts tour it’s my all time dream', 'thought she was ariana at first', '@Ava🤗 so hopeful', 'is anyone sell tickets nyc', 'Is anyone selling tickets for Toronto?', 'i thought she was only singing the guts album', 'Heyy guys I have guts tour tickets for sale.Dm if interested', '@kendall IMMMM', '@everobz129 she did do a sour tour', ""Heyyy guys I've got guts tour tickets for sale.Dm if interested"", 'I have 3 tickets available Olivia Rodrigo concert at CHI Health Center Omaha .\nSection 212, Row D. Anyone interested send me a message', 'I would die to go to the sour tour.', 'I’m selling my Olivia Rodrigo tickets incase anyone is interested let me know', 'I wish the sour tour had come to Australia 😭', 'She looks happier in the guts tour', ""I'm not a fan of olivia Rodrigo but if I had to choose I would go to sour tour"", 'she’s so blair waldorf coded', 'If anyone needs tickets for Toronto on the 30th I have 2 tickets in section 109 row 2 and seats 8,9!!', 'she looks so different', ""i love that Olivia grew up, I haven't listened to her music in a long time but I'm proud of her"", 'I’m sorry but the first one doesn’t look like Olivia', 'The sour one she kinda looks like Ariana grande', 'she looks like dua lipa in the first clip lmao', 'she is sooo cute omg i love her to the moon and back']"
51,14,https://www.tiktok.com/@/video/7339648204318739714/,iiiiita,ita,death by thousand bucks 💸 $1249 vs $65  ,Taylor Songs Mashup - taylro,377800.0,792.0,456.0,3500000.0,12152,[]
52,55,https://www.tiktok.com/@/video/7340290614388460842/,toomanypooj,ginger mess <3,theyre all so fake with each other like obviously its tv so its barely real but come ON 😭 ,End of Beginning - Djo,94000.0,477.0,1127.0,742000.0,1837,"[""pics of your bf then, let's see if he'a bachelor material"", 'Personally if I ever went on the bachelor it would be for vibes, the experience, friends, and travels. If love happens, it happens 💆🏾\u200d♀️🤷🏾\u200d♀️', 'U guys are acting like there isn’t a bachelorette', 'i only watch the bachelor bc its like equivalent to watching a car crash so awful that i cant look away', 'thank you!!!!! i have always hated the idea of the bachelor. a group of women making a man feel like he’s the prize??? yea right 💀', 'And the way they are in TEARS everytime. Not even the BACHELOR himself is crying to be loved…..', 'i forget her name, but watching that one girl literally sob in like the second episode this season bc she wanted him so bad was so embarrassing like girl get up u just met this man😭', 'my only justification for this is that they also have the bachelorette', 'Then they spill their deepest trauma with teary eyes and he says “thank you for sharing that with me” then goes on another date💀 completely unfazed', ""That's why Tyler Cameron was smart to turn down the offer. Has any Bachelor actually been seen in a good light afterwards?"", 'Like he’s kissing ALL OF EM. And all the girls hang out after the events? Like huh', 'the power dynamic is extremely unsettling', ""It's soooo embarrassing. It's always been embarrassing. Competing for any man is wild😂😭"", 'Omg! Yes! He lives in an apartment with his sister? Who is fighting over this man? lol', 'A man could NEVER be a prize ☝🏼😗', 'there’s a reason why it usually never works out in the end. it’s great tv tho!', 'I couldn’t imagine going and kissing some dude some other girl prb just kissed 😭', 'And then going to act all buddy buddy w the girls like no', 'hard agree but luv the drama 🤭', '@Yo.momma @ABIGAIL actually tho', 'I’d go on just for fun like it seems really entertaining', 'this', '@Krissy ;) LITERALLY', 'this is my first time watching and I’m like.. girls pls stand UP!! get off the floor😭😭 LOL', 'Fr they’re all so pretty & could do sm better', 'you wouldn’t be accepted on the bachelor', 'Y’all just love to hate. The show is funny. Of course it’s a red head saying this', 'same, never understood it', 'No bc be so serious 😭 and then some want to get married right after like you don’t even know him fr???', 'i honestly think that’s the issue maria had this previous episode. she likely, justifiably, has never been the pursuer and it was an upsetting dynamic', 'I’ve only seen clips on tiktok so idk any details but sounds ab right', 'we created a drinking game where you take a shot every time Joey says something along the lines of “i appreciate you being open/honest with me”', 'No because why is being sent home so embarrassing like I feel bad watching 😭😭😭💀', 'the bachelor this season was literally some average dude with a decent hair cut and the tennis puns in the ads killed me like bffr', 'Yess like when they say they’ve never had a connection with anyone like this before 😭 get therapy', 'So embarrassing @Mireya S', 'Right like it seems so humiliating😭 all for the girls getting their bag after but I’ve never watched more than two eps bc it’s so embarrassing😭', 'No but there’s no way all 30 of them from the beginning were into him', 'They’re probs contracted to some extent', 'I’ve always thought this, the show is insufferable real or not', 'The way they’re always talking about how amazing and cute he is you don’t know him girl💀', '@Reena Shah the fighting and being jealous gets me like yall have only known him for a few weeks it’s not that deep 😭', 'watching hurts my stomach😭😭', '@Caitlin true😭']"
53,22,https://www.tiktok.com/@/video/7340078173763259691/,macc_spam,mac,is this relatable ????,original sound - 𝐋𝐞𝐚𝐧𝐧𝐞 𝐀𝐛𝐝𝐚𝐥𝐥𝐚𝐡,152000.0,1601.0,1072.0,977300.0,3348,"['can u pls do a storytime', 'this might be an original experience!😭', 'did u just randomly get placed on earth', '“Hi officer 🙋\u200d♀️”', 'I don’t know if anyone relates to this one mac…', 'oh what…….', 'all these stories have me in tears lmfaoooo😭', 'okay but why are cops SO mean when you mess like idk what to do im sorry 😭😭😭', 'The first time I got pulled over, I got so nervous I handed him my credit card instead of my license 😅', 'one time i got pulled over for a LICENSE PLATE LIGHT and i got out w my hands UP😭😭they were like noo you don’t need to do that', 'When I first got my license I saw a cop standing on the side of the road with a radar gun and I thought someone was trying to shoot at me so I SPED UP', 'I did the same thing :( got pulled over for driving w my lights off at night and got out to walk over to him and he screamed so loud 💔😭', 'Same!!! I got out of car and out my hands up 😂', 'I got pulled over for first time and didn’t know you had to leave first so I sat there for awhile till the cop told me I had to leave before he was legally allowed to 😭', 'STOPPPP I DID THIS YEARS AGO HE SAID WHAT R U DOING MISS GET IN THE CAR 😭😭😂😂 All for him to say my headlight was out …', 'I saw a cop on the side of a road w a radar stick but I didn’t know it was a cop atm. I rolled my window down asking if they were okay', 'A cop was shining a blue laser on me trying to get my speed and I thought someone was trying to shoot me so I sped up', 'i am literally screaming and crying this is so funny', 'Yeah so this is not normal…', 'no this is a universal experience swear.', 'one time i didn’t know how to pay my ticket online so i saw a cop on the side of the highway and drove up to him and stopped and got out to ask', 'i definitely wouldn’t have survived to tell this story 🤣']"
54,75,https://www.tiktok.com/@/video/7333376708302753067/,goodluckkarly,karly 🍋,drop your username if you wanna be giveaway pals,original sound - karly 🍋,926200.0,21300.0,9016.0,5200000.0,24531,"['no cause if anyone tags me i am rooting for them fully', 'no literally tag me. i hope you win IM ON YOUR SIDE', 'I always comment back “I hope you win” lmao', 'I have 3 giveaway friends it’s the perfect number👌', 'I blush when I get tagged tbh', 'we locked in 🤞🏼🤞🏼 we family now', 'FR', 'Real😭😭😭😭', 'I wholeheartedly agree', 'I love when my friends tag me 🥺', 'My mom and sisters got me 🥰', 'I’m the friend that gets tagged 😌', 'You can tag me, mine is @paolaseats', 'us @teigan', 'I’m always flattered if they tag me', 'On my cousinsss', '@Ed & I😂 for sure', 'Na everyone gets tagged', 'REAL', 'My sisters and I all conveniently have 3 sisters to tag']"
55,63,https://www.tiktok.com/@/video/7339812732163640584/,katieb5991,Katie,It’s done 🥹🥹🥹 ,Wash. - Bon Iver,400100.0,396.0,1234.0,2400000.0,12488,"['without any revisions too!!! omg, major congratulations to you 🤍', '🥺🥺Super happy for you❤️', 'Thanks Jessica! 🥰', 'Congratulations!!! ❤️', 'I’m so proud of you, my mom has a phd in psychology and she wore it around her neck on a usb for 7 years as she did it. It’s not easy!', 'Congrats Dr!', 'IM CRYING FOR YOU ❤️❤️❤️❤️❤️❤️', 'Congrats. He was so kind when he spoke to you.', 'Everyday I cry for strangers on this app', 'Without revisions is a HUGE HUGE HUGE accomplishment. I am so proud of you! One day I hope to be in your position!', 'You absolutely can be in this position! Cheering for you Layal!!', 'WELL DONE', 'What a feeling that must be.. congratulations!!!', 'Im so proud of you, stranger on the internet! 🥹', 'congratulations!!!!!!', 'YAY!!!!', 'I was in a professors office taking an exam when he was on a zoom call letting a PhD student know she would be awarded her degree. I almost started', 'No revisions! Hell yes!', 'Congrats!!! 🥰🥰🥰', 'Aww congratulations!! This is my goal🥹❤️', 'I believe in youuu! 💞', 'No revisions??? AMAZING! Congratulations queen 👸🏼', ""I'm a first year psychology PhD student. I started crying for you, well done 💜💜"", 'On Evelyn, what a fun journey you have ahead! All the best 🥰']"
56,0,https://www.tiktok.com/@/video/7311502277615947051/,sassyselenaaaa,Selena, ,original sound - Selena,1100000.0,3074.0,4633.0,7400000.0,74762,"['Gurl how did u not green out 😭', 'girl i take one blinker and i green out 😭', 'how do yall not know what a blinker is', 'whats a blinker', 'SASSY SOUNDS?!', 'bro didn’t know sassy was chill like this', 'LMFAOOOO', 'I still can’t take a blinker 🥲', 'i ain’t kno u was chill like tha', 'i would green out after 1 blinker 😭😭', 'the captions being so delayed 😭😭', '😂😭', 'Yo I didn’t know sassyasmr was down like that', 'I love blinkers💔', 'HOW ARE YOU GUYS GREENING OUT FROM ONEEEE BLINKER😭😭😔😭😭😭😭', 'SHE SMOKEEEES?', 'Damn didn’t know she does this😭', 'How do y’all green from one single blinker??🤣', 'Girll i cant even take 5 blinkers i be dyingg🥲🥲', 'Ik u high asf girly 😭', 'Wait hold up isn’t she the asmr girl or sum😭😭']"
57,34,https://www.tiktok.com/@/video/7339399809675087105/,zariamooree,zaria,"melbourne night 1… cried happy tears for taylor, then not so happy tears 🤍 ",original sound - overlays,193600.0,164.0,653.0,3200000.0,3433,"['Just know Taylor would be so disappointed in them. — The worst kind of people make you feel bad for being excited about something you love', 'my thoughts exactly i just know she would, so much love for her 🥺', 'They are not Swifties if they bullied you AT HER CONCERT. You look stunning BTW! 🥰', 'thankyou so so much! 🥺🥺', ""They aren't Swifties.That's against all the things we stand for.They don't go here&they can't sit with us.I'm so sorry that happened to u.Hope they see this buying a ticket doesn't make u a Swiftie"", 'thankyou darling, 🥺 exactly, honestly these comments are making me feel 1000x better', 'Who hurt you? Kind Swifties unite! Mother would be so disappointed!', 'haha i love this! 😂🥺', 'Im not a swiftie but from the videos it looks so fun and everyone is so happy and encouraging. I’m so sorry that’s horrible', 'a lot of swifties were nice! but unfortunately i was unlucky to be picked love swifties and tay but was heartbroken that night 🙁', 'Girl no. True swifties DO NOT tolerate mean girls. We don’t do that here. ❤️', 'What happened?', 'I had the same experience, I was by myself and long story short was screamed at really aggressively by one lady sent me into a panic attack :((', 'i am so sorry hunny i wish i could’ve been there to help you 💛🥺', 'WHO HURT YOU I WILL YELL AT THEN', 'Wait what happened?', 'i posted a little video 💓', 'im so so so so sorry for what happend i cant accept the fact that this happens @Taylor Swift @Taylor Nation give her new tickets:(', 'Plz give this girl a ticket for a different show. Girl you’re beautiful! @Taylor Swift @Taylor Nation', 'oh my goodness you are so beautiful too, i appreciate the support, was so grateful to have got to experience her in the flesh', 'If I paid $700 for a concert ticket, yk id be staying the whole time', 'awhh that’s nice! i didn’t spend $700 dollars tho 😝', 'I would love to send you a bracelet! I’m so sorry they ruined it for you 🙁', 'we can trade! thankyou, a bit devo, looked forward to it for so long just for mean girls ruin it 😞❤️', 'I’m so sorry experiencing the eras tour should be a happy exciting experience I’m sorry that wasn’t the case', '💓💓', 'So sorry u had that experience', 'thankyou i appreciate the support 💓❤️🤍', 'what happened??', 'I would just tell them off and enjoy my night', 'i wish i could of but i just felt vulnerable, i’m a strong person but random girls i didn’t even know hurt a lot more when i was having fun 💛', 'i will send bracelets across the world for anyone who had a bad experience!!!! no one should go thru that at eras💛💛', 'let’s trade! ☺️', 'You gonna tell us what happened orrrrr???', 'check my profile']"
58,18,https://www.tiktok.com/@/video/7339355529048771883/,jackietlatenchi,jackietlatenchi, my second nalga 🤞🏽,what was I made for? - Instrumental - Wheeler,218100.0,6843.0,1531.0,1300000.0,8797,"['hot take i cannot workout w friends cause i wanna chat the whole time 😭 but it’s so cute i wish i could', 'i need a gym bestie 😢', 'The caption😭😭', '@Kimberly♡︎ my favvv', 'Crying cause I don’t have one 😭', '@𝔍𝔢𝔰𝔰 when we workout together 💞', '@Yorshi your my workout bestie', '@ivette <3 SIGN', 'Pls teach me how to use that first machine🙏🏽😭', 'My bestie ✨ we slow ea other down at times but ultimately push ea other like no other 😂', 'Yes the conversations, laughs, and the push to go hard is always needed.💓', '@jaz🎀🤍 soooon', '@Hailey Ladd love youuu🩷🩷🫶🏼', 'I talk way to much to take the gym serious with someone I really have to do it alone 😅😅', '@Karina literally', '@amira come back😭😭😭', '@mel we worst', '@Mia miss u', '@nibras :) us', '@Yass 🥹']"
59,59,https://www.tiktok.com/@/video/7340139161623547178/,rhythmayadance,Rhythmaya Dance,I can never fool my first born. ,original sound - Rhythmaya Dance,454500.0,516.0,1924.0,5700000.0,8513,"['Pls ask her to cook it daily herself.. Maybe that wud help.', 'I’m thinking we’re abt to fool a toddler 😂', 'get her a mini rice cooker so she can do it herself', 'She’s too old to be complaining about this.', 'Y’all get so mad when peoples mother spoil them when they’re older 😂 I’m sorry your parents started ignoring you as soon as you could stand.', 'that thing is grown', 'I was expecting a toddler lol', 'Then she should make it herself 😂😂😂😂', 'She didn’t even hesitate 😭', 'Never', 'Womp womp', 'lol I thought you were talking about a little toddler 😂', 'Get her a mini rice cooker so she can make herself a fresh pot when she wants some 😂', 'everyone says to make her do it herself, but she’ll look back and say, “my mom always made me fresh rice bc that’s what i liked.”', 'Well she’s old enough to make it herself', 'people are mad in the comments for what. she’s not even being a brat about it', ""I thought the daughter was supposed to be 5. she's old enough to have some manners"", 'Your daughter is beautiful', 'Why is everyone assuming she cooks fresh rice for her everytime maybe this was a fun test to she if she would notice the difference', 'Tell it to do it itself', 'I was expecting a toddler🤣😭', 'Me thinking she was a toddler and the to my surprise 😲', 'SHES old annam', 'She seems old enough to cook her own rice and not complain about day old rice', 'If she doesn’t want to eat it, let her cook it herself. In my case I won’t let kids sit on my neck Cz of these meaningless things.', 'She can make it her self 🤣', 'You’re not supposed to reheat rice though', 'My daughter is 7 and she makes the rice. If she wants fresh rice, she knows to rinse it, plug in the rice cooker, add a cup of water, spices, and press the button down. Lol (supervised of course)', 'Some of yalls parents dont love or take care of you, you dont need to be mad its okay 🤍', 'Day old rice is bad for you anyway', 'Don’t we all like freshly cooked rice? lol doesn’t mean we won’t eat leftover rice', 'At her big age, she can help make the rice daily. I was making rice at 10.', 'She looks like kim kardashian when she was in highschool', 'Okay but why does she look like teenage Kim Kardashian', 'Good the comments are what I thought. If she’s that picky she can just make rice herself. It’s SUPER simple 🤣 also I’m not hating I’m stating the obvious', 'Let a mom baby her baby. Y’all are mad because you didn’t have a mama like that huh 😂', 'Can’t be mad at her because I am the same way 😂 I hate rice that touches the fridge has to be fresh🤣', 'what you scared of your kid', 'Yall are mad at a mother cooking for her child 😭 she wasn’t being bratty abt it either', ""I'm 26, almost 27 and same. My dad always cook rice just for me because I'm the only one at home who don't eat left over rice. I can cook rice myself"", 'i thought its for kids 💀💀']"
